,graph_id,num_nodes,label
184,AT10423,4,0
185,AT30817,19,0
186,AT62040,40,0
187,AT31839,69,0
188,AT30813,17,0
189,AT41108,46,0
190,AT10419,16,0
191,AT40907,33,0
192,AT20727,20,0
193,AT31917,44,0
194,AT20609,46,0
195,AT50405,39,0
196,AT41818,12,0
197,AT20630,65,0
198,AT31517,12,0
199,AT40702,62,0
200,AT80118,50,0
201,AT70414,24,0
202,AT61727,21,0
203,AT30529,27,0
204,AT10418,9,0
205,AT31642,13,0
206,AT20721,22,0
207,AT41701,19,0
208,AT30712,5,0
209,AT20307,113,0
210,AT20506,29,0
211,AT50413,50,0
212,AT10426,6,0
213,AT10930,10,0
214,AT31706,25,0
215,AT80126,12,0
216,AT40420,25,0
217,AT10604,12,0
218,AT40719,37,0
219,AT40512,38,0
220,AT62267,48,0
221,AT31617,26,0
222,AT10717,16,0
223,AT31801,18,0
224,AT50101,82,0
225,AT40617,33,0
226,AT70807,44,0
227,AT70221,23,0
228,AT30602,66,0
229,AT62125,41,0
230,AT70615,51,0
231,AT10420,17,0
232,AT80106,36,0
233,AT62375,35,0
234,AT41731,50,0
235,AT50503,41,0
236,AT62209,15,0
237,AT10309,5,0
238,AT40604,25,0
239,AT41427,10,0
240,AT80209,17,0
241,AT62233,46,0
242,AT80102,16,0
243,AT41114,28,0
244,AT80226,24,0
245,AT41627,41,0
246,AT30836,16,0
247,AT70319,17,0
248,AT31355,60,0
249,AT40421,15,0
250,AT70341,16,0
251,AT41305,30,0
252,AT10701,12,0
253,AT41749,25,0
254,AT41820,19,0
255,AT50403,86,0
256,AT70522,28,0
257,AT31016,44,0
258,AT80420,5,0
259,AT70618,11,0
260,AT31304,19,0
261,AT30810,13,0
262,AT62381,49,0
263,AT80213,16,0
264,AT31907,12,0
265,AT31213,13,0
266,AT70922,15,0
267,AT40913,21,0
268,AT10301,13,0
269,AT62219,18,0
270,AT40620,42,0
271,AT32110,35,0
272,AT50506,56,0
273,AT31927,29,0
274,AT10101,20,0
275,AT41216,13,0
276,AT50419,34,0
277,AT32010,32,0
278,AT30636,18,0
279,AT70608,61,0
280,AT31015,21,0
281,AT70834,31,0
282,AT41112,24,0
283,AT50627,50,0
284,AT10416,28,0
285,AT41404,40,0
286,AT70223,43,0
287,AT30824,14,0
288,AT61442,32,0
289,AT10404,22,0
290,AT31408,45,0
291,AT41306,25,0
292,AT32515,47,0
293,AT31608,17,0
294,AT41623,21,0
295,AT40443,37,0
296,AT40418,40,0
297,AT40503,11,0
298,AT32209,24,0
299,AT31505,28,0
300,AT21010,18,0
301,AT41602,58,0
302,AT50509,66,0
303,AT60660,39,0
304,AT70357,43,0
305,AT62206,15,0
306,AT30507,37,0
307,AT70728,22,0
308,AT31551,46,0
309,AT40612,70,0
310,AT20726,41,0
311,AT10413,23,0
312,AT10812,33,0
313,AT30721,10,0
314,AT62269,33,0
315,AT31229,8,0
316,AT60654,34,0
317,AT31523,24,0
318,AT31519,26,0
319,AT80117,33,0
320,AT61750,35,0
321,AT20639,45,0
322,AT31715,11,0
323,AT31330,34,0
324,AT10412,21,0
325,AT31947,61,0
326,AT41015,14,0
327,AT80407,21,0
328,AT61260,34,0
329,AT10403,31,0
330,AT10307,15,0
331,AT10427,24,0
332,AT50312,20,0
333,AT31650,17,0
334,AT41331,34,0
335,AT62252,27,0
336,AT10304,11,0
337,AT10713,32,0
338,AT10727,10,0
339,AT40419,49,0
340,AT30844,12,0
341,AT70614,27,0
342,AT20619,112,0
343,AT61740,34,0
344,AT32519,25,0
345,AT10810,16,0
346,AT10305,9,0
347,AT80218,17,0
348,AT30731,10,0
349,AT41806,26,0
350,AT80112,53,0
351,AT10819,9,0
352,AT70917,30,0
353,AT80419,13,0
354,AT50329,38,0
355,AT61748,47,0
356,AT41120,20,0
357,AT31129,43,0
358,AT41405,19,0
359,AT32315,42,0
360,AT40606,30,0
361,AT70729,17,0
362,AT10316,8,0
363,AT10405,55,0
364,AT40703,89,0
365,AT61054,69,0
366,AT41227,20,0
367,AT61615,17,0
368,AT62039,46,0
369,AT40618,44,0
370,AT31913,14,0
371,AT60666,50,0
372,AT41601,61,0
373,AT41327,45,0
374,AT31550,30,0
375,AT40819,24,0
376,AT31808,22,0
377,AT80105,45,0
378,AT30506,32,0
379,AT30701,8,0
380,AT41225,17,0
381,AT70205,27,0
382,AT62265,30,0
383,AT50306,14,0
384,AT70823,31,0
385,AT30858,16,0
386,AT70603,27,0
387,AT40910,22,0
388,AT41002,32,0
389,AT40807,27,0
390,AT50327,23,0
391,AT10821,25,0
392,AT32506,24,0
393,AT31042,12,0
394,AT50514,47,0
395,AT31351,20,0
396,AT31846,7,0
397,AT41740,32,0
398,AT40410,29,0
399,AT50425,32,0
400,AT10923,34,0
401,AT70814,45,0
402,AT31912,37,0
403,AT32016,13,0
404,AT32304,22,0
405,AT20607,55,0
406,AT31404,35,0
407,AT70340,11,0
408,AT70523,22,0
409,AT70605,32,0
410,AT41325,44,0
411,AT40607,46,0
412,AT30101,55,0
413,AT70928,24,0
414,AT31203,47,0
415,AT70343,10,0
416,AT40831,46,0
417,AT31204,30,0
418,AT31719,16,0
419,AT30612,16,0
420,AT10615,23,0
421,AT50420,48,0
422,AT31053,52,0
423,AT31701,7,0
424,AT61744,21,0
425,AT41343,38,0
426,AT41218,20,0
427,AT41617,25,0
428,AT61266,108,0
429,AT20604,55,0
430,AT10503,24,0
431,AT50605,30,0
432,AT32309,29,0
433,AT41409,37,0
434,AT10808,24,0
435,AT61264,106,0
436,AT60662,36,0
437,AT10725,4,0
438,AT61258,178,0
439,AT40820,6,0
440,AT30515,42,0
441,AT31515,25,0
442,AT41516,27,0
443,AT70418,26,0
444,AT70819,65,0
445,AT80120,67,0
446,AT70349,34,0
447,AT30639,38,0
448,AT10611,9,0
449,AT50510,57,0
450,AT40624,42,0
451,AT31813,14,0
452,AT61413,16,0
453,AT80113,51,0
454,AT31707,7,0
455,AT32310,21,0
456,AT32109,24,0
457,AT40411,24,0
458,AT20815,36,0
459,AT80402,13,0
460,AT70710,28,0
461,AT40920,32,0
462,AT20425,29,0
463,AT31654,23,0
464,AT10321,5,0
465,AT50315,21,0
466,AT20803,43,0
467,AT32311,32,0
468,AT70809,33,0
469,AT41212,30,0
470,AT70835,18,0
471,AT31842,23,0
472,AT41401,19,0
473,AT70301,59,0
474,AT61628,46,0
475,AT41717,25,0
476,AT70810,20,0
477,AT40825,17,0
478,AT32140,10,0
479,AT62139,61,0
480,AT30736,6,0
481,AT70520,14,0
482,AT32131,61,0
483,AT41201,17,0
484,AT30902,11,0
485,AT31130,23,0
486,AT80414,36,0
487,AT62045,50,0
488,AT70342,10,0
489,AT40623,49,0
490,AT31035,28,0
491,AT62105,38,0
492,AT30827,15,0
493,AT61711,30,0
494,AT30848,9,0
495,AT70216,17,0
496,AT61207,49,0
497,AT60659,40,0
498,AT41425,10,0
499,AT32002,78,0
500,AT10721,7,0
501,AT62268,48,0
502,AT30613,29,0
503,AT32323,23,0
504,AT40613,32,0
505,AT31323,15,0
506,AT61267,56,0
507,AT32202,5,0
508,AT31506,25,0
509,AT31950,10,0
510,AT30501,29,0
511,AT32523,24,0
512,AT41606,38,0
513,AT30802,4,0
514,AT41310,22,0
515,AT62048,78,0
516,AT70830,31,0
517,AT10711,6,0
518,AT41203,28,0
519,AT50418,62,0
520,AT30849,5,0
521,AT31001,16,0
522,AT61213,31,0
523,AT20428,20,0
524,AT61252,44,0
525,AT30532,45,0
526,AT41507,82,0
527,AT41118,40,0
528,AT20534,49,0
529,AT40434,21,0
530,AT50417,35,0
531,AT40510,24,0
532,AT32504,23,0
533,AT40409,33,0
534,AT50410,21,0
535,AT20807,21,0
536,AT30516,64,0
537,AT61257,86,0
538,AT10507,31,0
539,AT32144,43,0
540,AT31833,13,0
541,AT31521,32,0
542,AT40833,23,0
543,AT10712,16,0
544,AT20817,97,0
545,AT62042,73,0
546,AT50203,37,0
547,AT30534,35,0
548,AT70368,32,0
549,AT41422,8,0
550,AT31301,14,0
551,AT62377,35,0
552,AT40502,16,0
553,AT31552,41,0
554,AT40402,29,0
555,AT70713,23,0
556,AT10310,8,0
557,AT31807,21,0
558,AT70410,71,0
559,AT30201,90,0
560,AT32307,8,0
561,AT20512,36,0
562,AT41220,20,0
563,AT10916,30,0
564,AT30904,24,0
565,AT80235,9,0
566,AT40431,12,0
567,AT30641,13,0
568,AT70518,16,0
569,AT70353,12,0
570,AT32529,39,0
571,AT10726,11,0
572,AT41723,18,0
573,AT70803,31,0
574,AT61428,31,0
575,AT31629,21,0
576,AT62244,26,0
577,AT30524,30,0
578,AT70409,47,0
579,AT20608,32,0
580,AT61059,37,0
581,AT70718,31,0
582,AT10813,27,0
583,AT70204,16,0
584,AT32221,34,0
585,AT40413,33,0
586,AT40815,26,0
587,AT32528,25,0
588,AT31827,12,0
589,AT40614,41,0
590,AT41704,37,0
591,AT31918,61,0
592,AT50511,38,0
593,AT62262,25,0
594,AT10929,9,0
595,AT41621,26,0
596,AT61106,40,0
597,AT70833,35,0
598,AT30908,28,0
599,AT41004,11,0
600,AT31407,40,0
601,AT40442,18,0
602,AT31817,19,0
603,AT31520,21,0
604,AT41125,41,0
605,AT10428,14,0
606,AT80229,13,0
607,AT40436,39,0
608,AT32008,65,0
609,AT41010,15,0
610,AT70359,30,0
611,AT40608,58,0
612,AT31633,71,0
613,AT32003,16,0
614,AT60656,12,0
615,AT61624,31,0
616,AT61101,79,0
617,AT40909,92,0
618,AT41712,18,0
619,AT20634,39,0
620,AT32018,27,0
621,AT31303,35,0
622,AT21006,12,0
623,AT41426,36,0
624,AT31224,25,0
625,AT41205,25,0
626,AT61049,35,0
627,AT30520,39,0
628,AT30739,16,0
629,AT31123,19,0
630,AT32222,27,0
631,AT32119,21,0
632,AT70606,43,0
633,AT41734,19,0
634,AT41506,63,0
635,AT61701,23,0
636,AT60318,31,0
637,AT70719,34,0
638,AT41705,29,0
639,AT40201,43,0
640,AT10822,20,0
641,AT32502,47,0
642,AT62041,24,0
643,AT21002,54,0
644,AT61265,94,0
645,AT61017,22,0
646,AT31820,14,0
647,AT70502,18,0
648,AT62270,31,0
649,AT70613,10,0
650,AT40718,8,0
651,AT50325,37,0
652,AT20501,15,0
653,AT31714,8,0
654,AT62128,25,0
655,AT32101,9,0
656,AT50406,22,0
657,AT40808,18,0
658,AT70347,27,0
659,AT40605,42,0
660,AT31409,40,0
661,AT61119,50,0
662,AT31811,18,0
663,AT61243,18,0
664,AT70367,18,0
665,AT41739,26,0
666,AT70514,33,0
667,AT61107,17,0
668,AT20316,62,0
669,AT70358,26,0
670,AT31206,19,0
671,AT10825,10,0
672,AT70816,21,0
673,AT31105,28,0
674,AT32524,28,0
675,AT40501,26,0
676,AT31841,12,0
677,AT80228,82,0
678,AT10506,17,0
679,AT10917,26,0
680,AT60655,11,0
681,AT31832,49,0
682,AT70333,29,0
683,AT80423,10,0
684,AT70617,43,0
685,AT30852,9,0
686,AT70314,16,0
687,AT31051,23,0
688,AT60646,31,0
689,AT30846,6,0
690,AT50302,16,0
691,AT30932,37,0
692,AT41423,66,0
693,AT61253,215,0
694,AT20527,44,0
695,AT41309,27,0
696,AT40828,20,0
697,AT40712,30,0
698,AT32308,45,0
699,AT31825,28,0
700,AT31847,11,0
701,AT70403,66,0
702,AT31026,41,0
703,AT31935,42,0
704,AT10716,16,0
705,AT31916,18,0
706,AT20631,44,0
707,AT60664,52,0
708,AT21008,23,0
709,AT10402,20,0
710,AT31836,80,0
711,AT31052,22,0
712,AT31338,22,0
713,AT31321,24,0
714,AT30910,42,0
715,AT80222,26,0
716,AT80104,14,0
717,AT30544,29,0
718,AT70366,23,0
719,AT30857,25,0
720,AT10912,34,0
721,AT80301,101,0
722,AT31022,95,0
723,AT70820,17,0
724,AT41315,31,0
725,AT41335,25,0
726,AT31628,18,0
727,AT61050,53,0
728,AT60350,74,0
729,AT31925,14,0
730,AT50508,22,0
731,AT40922,21,0
732,AT31124,34,0
733,AT70325,14,0
734,AT41727,13,0
735,AT41512,59,0
736,AT41803,21,0
737,AT40444,21,0
738,AT62220,28,0
739,AT32333,26,0
740,AT41819,16,0
741,AT70361,13,0
742,AT41011,20,0
743,AT30633,13,0
744,AT60348,51,0
745,AT50303,25,0
746,AT31826,58,0
747,AT32134,17,0
748,AT10922,16,0
749,AT50305,10,0
750,AT62384,50,0
751,AT31337,10,0
752,AT30728,12,0
753,AT61730,14,0
754,AT70625,19,0
755,AT31315,15,0
756,AT60629,16,0
757,AT30863,42,0
758,AT41102,19,0
759,AT80221,12,0
760,AT70212,54,0
761,AT62245,27,0
762,AT40432,48,0
763,AT31653,22,0
764,AT30860,14,0
765,AT70709,23,0
766,AT30819,3,0
767,AT62047,40,0
768,AT61021,16,0
769,AT70914,13,0
770,AT80236,41,0
771,AT70627,22,0
772,AT40601,24,0
773,AT70811,29,0
774,AT20812,31,0
775,AT32516,47,0
776,AT30625,14,0
777,AT80234,15,0
778,AT20710,33,0
779,AT61263,95,0
780,AT20642,85,0
781,AT80204,49,0
782,AT10608,14,0
783,AT70733,15,0
784,AT60619,12,0
785,AT41824,22,0
786,AT41018,15,0
787,AT61118,36,0
788,AT41747,47,0
789,AT41110,21,0
790,AT50421,10,0
791,AT31948,22,0
792,AT61024,49,0
793,AT50326,18,0
794,AT80129,59,0
795,AT50602,30,0
796,AT41117,18,0
797,AT10509,43,0
798,AT10710,15,0
799,AT10607,17,0
800,AT41424,17,0
801,AT31849,17,0
802,AT32219,54,0
803,AT50614,55,0
804,AT41807,18,0
805,AT41742,25,0
806,AT70930,12,0
807,AT70912,54,0
808,AT61206,29,0
809,AT62141,48,0
810,AT32312,30,0
811,AT41746,28,0
812,AT62235,30,0
813,AT62148,74,0
814,AT10610,17,0
815,AT40426,28,0
816,AT41502,34,0
817,AT10928,25,0
818,AT41735,19,0
819,AT50307,20,0
820,AT40832,25,0
821,AT31713,15,0
822,AT31014,10,0
823,AT30740,30,0
824,AT32001,141,0
825,AT32336,23,0
826,AT70903,58,0
827,AT70805,30,0
828,AT10720,9,0
829,AT70210,14,0
830,AT40626,36,0
831,AT50623,71,0
832,AT10932,5,0
833,AT40619,47,0
834,AT20504,18,0
835,AT60329,21,0
836,AT61045,23,0
837,AT20640,34,0
838,AT70620,14,0
839,AT30536,36,0
840,AT40708,29,0
841,AT50416,31,0
842,AT31037,30,0
843,AT40505,27,0
844,AT31704,13,0
845,AT31634,11,0
846,AT80127,20,0
847,AT41814,25,0
848,AT32120,31,0
849,AT32518,16,0
850,AT31606,20,0
851,AT30854,18,0
852,AT41214,36,0
853,AT61203,47,0
854,AT70322,10,0
855,AT20502,33,0
856,AT41741,18,0
857,AT31539,42,0
858,AT61758,43,0
859,AT70623,26,0
860,AT70405,34,0
861,AT50316,20,0
862,AT70715,28,0
863,AT40915,51,0
864,AT41608,11,0
865,AT80421,11,0
866,AT80413,8,0
867,AT50603,37,0
868,AT50601,40,0
869,AT41716,36,0
870,AT10619,7,0
871,AT32106,26,0
872,AT41817,17,0
873,AT70721,25,0
874,AT21003,21,0
875,AT20520,29,0
876,AT10613,23,0
877,AT40829,28,0
878,AT10722,13,0
879,AT32141,34,0
880,AT40814,23,0
881,AT62226,24,0
882,AT50414,38,0
883,AT70609,64,0
884,AT62256,42,0
885,AT50502,26,0
886,AT40415,31,0
887,AT10924,23,0
888,AT41229,25,0
889,AT61109,49,0
890,AT70219,40,0
891,AT31553,39,0
892,AT31809,29,0
893,AT61114,22,0
894,AT70521,4,0
895,AT70706,22,0
896,AT10901,15,0
897,AT61052,34,0
898,AT41428,35,0
899,AT32508,107,0
900,AT41501,19,0
901,AT70818,15,0
902,AT70712,72,0
903,AT20442,35,0
904,AT80207,30,0
905,AT70701,11,0
906,AT32216,65,0
907,AT70402,34,0
908,AT10421,9,0
909,AT40902,40,0
910,AT60668,56,0
911,AT70346,23,0
912,AT50619,74,0
913,AT31207,31,0
914,AT32206,28,0
915,AT41013,31,0
916,AT62247,34,0
917,AT70910,38,0
918,AT20618,64,0
919,AT10817,37,0
920,AT70812,38,0
921,AT41334,44,0
922,AT60618,13,0
923,AT61757,63,0
924,AT31511,34,0
925,AT50618,62,0
926,AT62389,49,0
927,AT40908,52,0
928,AT30601,55,0
929,AT31812,30,0
930,AT10805,25,0
931,AT10807,27,0
932,AT70302,20,0
933,AT41609,71,0
934,AT40809,35,0
935,AT30722,12,0
936,AT50336,60,0
937,AT31906,56,0
938,AT10814,13,0
939,AT30724,12,0
940,AT50617,106,0
941,AT30903,16,0
942,AT31405,41,0
943,AT30825,6,0
944,AT30716,22,0
945,AT50324,32,0
946,AT41706,26,0
947,AT40717,31,0
948,AT80231,24,0
949,AT70307,18,0
950,AT61764,30,0
951,AT41517,59,0
952,AT20802,23,0
953,AT40806,44,0
954,AT40509,14,0
955,AT62036,21,0
956,AT41707,24,0
957,AT41021,20,0
958,AT31803,50,0
959,AT32525,61,0
960,AT20918,49,0
961,AT50512,69,0
962,AT41722,31,0
963,AT50209,29,0
964,AT61055,22,0
965,AT70829,23,0
966,AT31202,13,0
967,AT70356,28,0
968,AT70220,127,0
969,AT31507,62,0
970,AT32203,26,0
971,AT31945,24,0
972,AT50402,74,0
973,AT61032,28,0
974,AT10719,11,0
975,AT70901,82,0
976,AT31117,20,0
977,AT31234,22,0
978,AT70335,15,0
979,AT61611,19,0
980,AT31528,27,0
981,AT70826,22,0
982,AT62388,33,0
983,AT20725,44,0
984,AT70208,64,0
985,AT61105,44,0
986,AT50338,42,0
987,AT40424,25,0
988,AT20632,53,0
989,AT41124,26,0
990,AT41719,33,0
991,AT70628,14,0
992,AT20705,32,0
993,AT41410,29,0
994,AT41521,23,0
995,AT41750,28,0
996,AT62372,32,0
997,AT31620,10,0
998,AT30301,122,0
999,AT31616,11,0
1000,AT30522,20,0
1001,AT70326,73,0
1002,AT50504,25,0
1003,AT10811,30,0
1004,AT70935,10,0
1005,AT40445,18,0
1006,AT70717,87,0
1007,AT90001,218,0
1008,AT41626,27,0
1009,AT41111,19,0
1010,AT80203,40,0
1011,AT40912,37,0
1012,AT20416,17,0
1013,AT40301,54,0
1014,AT30703,12,0
1015,AT31838,13,0
1016,AT30542,25,0
1017,AT80403,9,0
1018,AT31614,22,0
1019,AT50212,35,0
1020,AT50201,93,0
1021,AT41344,65,0
1022,AT31324,54,0
1023,AT80408,25,0
1024,AT62278,37,0
1025,AT31111,21,0
1026,AT31525,49,0
1027,AT61255,93,0
1028,AT32004,61,0
1029,AT41615,50,0
1030,AT62116,29,0
1031,AT70304,29,0
1032,AT61741,25,0
1033,AT70311,19,0
1034,AT31837,18,0
1035,AT41801,14,0
1036,AT41215,34,0
1037,AT80404,49,0
1038,AT80406,13,0
1039,AT60608,14,0
1040,AT10925,22,0
1041,AT32503,15,0
1042,AT40408,28,0
1043,AT10806,16,0
1044,AT30603,36,0
1045,AT31121,29,0
1046,AT70909,14,0
1047,AT20616,34,0
1048,AT70916,17,0
1049,AT10709,50,0
1050,AT10902,47,0
1051,AT32319,27,0
1052,AT41224,26,0
1053,AT41622,44,0
1054,AT41406,32,0
1055,AT32505,42,0
1056,AT61111,16,0
1057,AT30719,19,0
1058,AT10425,16,0
1059,AT20513,29,0
1060,AT31412,71,0
1061,AT40441,39,0
1062,AT32320,15,0
1063,AT61763,62,0
1064,AT31514,48,0
1065,AT20531,26,0
1066,AT30856,22,0
1067,AT41213,39,0
1068,AT61632,71,0
1069,AT40427,36,0
1070,AT70407,25,0
1071,AT40602,51,0
1072,AT20417,20,0
1073,AT61112,49,0
1074,AT30909,44,0
1075,AT62311,23,0
1076,AT30808,13,0
1077,AT30538,28,0
1078,AT40804,34,0
1079,AT41412,11,0
1080,AT41318,16,0
1081,AT31228,13,0
1082,AT62376,29,0
1083,AT62266,28,0
1084,AT31644,73,0
1085,AT31716,14,0
1086,AT31546,40,0
1087,AT31709,14,0
1088,AT41511,15,0
1089,AT10826,15,0
1090,AT31216,26,0
1091,AT31346,25,0
1092,AT32331,19,0
1093,AT80109,36,0
1094,AT40506,53,0
1095,AT70519,15,0
1096,AT30803,30,0
1097,AT41340,22,0
1098,AT40609,56,0
1099,AT41430,32,0
1100,AT30913,27,0
1101,AT20911,37,0
1102,AT70416,53,0
1103,AT61115,36,0
1104,AT31909,48,0
1105,AT70516,9,0
1106,AT30607,32,0
1107,AT70824,28,0
1108,AT20801,41,0
1109,AT30526,27,0
1110,AT41113,34,0
1111,AT80412,8,0
1112,AT70932,18,0
1113,AT20101,89,0
1114,AT70313,31,0
1115,AT62274,15,0
1116,AT80424,22,0
1117,AT20724,37,0
1118,AT80417,19,0
1119,AT30635,12,0
1120,AT31516,14,0
1121,AT41508,38,0
1122,AT41725,15,0
1123,AT50411,73,0
1124,AT30921,33,0
1125,AT31651,34,0
1126,AT70806,16,0
1127,AT70303,16,0
1128,AT40101,102,0
1129,AT70320,13,0
1130,AT30906,28,0
1131,AT62379,75,0
1132,AT40417,28,0
1133,AT70723,48,0
1134,AT20643,29,0
1135,AT30715,10,0
1136,AT41624,36,0
1137,AT40430,26,0
1138,AT31411,74,0
1139,AT41323,59,0
1140,AT70406,66,0
1141,AT50335,43,0
1142,AT40901,20,0
1143,AT31530,11,0
1144,AT10501,21,0
1145,AT40905,11,0
1146,AT41804,34,0
1147,AT41403,36,0
1148,AT40711,37,0
1149,AT20610,54,0
1150,AT70630,92,0
1151,AT31309,20,0
1152,AT50404,43,0
1153,AT50313,18,0
1154,AT70832,51,0
1155,AT40822,31,0
1156,AT32009,53,0
1157,AT31905,19,0
1158,AT41614,30,0
1159,AT30618,18,0
1160,AT70607,20,0
1161,AT70328,14,0
1162,AT61261,41,0
1163,AT31929,24,0
1164,AT30850,16,0
1165,AT62330,36,0
1166,AT50321,32,0
1167,AT41105,28,0
1168,AT31310,19,0
1169,AT31652,3,0
1170,AT31649,20,0
1171,AT61058,49,0
1172,AT10314,18,0
1173,AT30733,8,0
1174,AT62010,42,0
1175,AT80416,8,0
1176,AT62038,20,0
1177,AT31414,66,0
1178,AT30531,45,0
1179,AT31356,11,0
1180,AT41714,28,0
1181,AT70401,29,0
1182,AT61618,21,0
1183,AT20508,23,0
1184,AT62335,23,0
1185,AT41408,37,0
1186,AT41811,12,0
1187,AT70338,25,0
1188,AT20306,77,0
1189,AT31949,14,0
1190,AT70802,42,0
1191,AT61446,37,0
1192,AT40446,19,0
1193,AT80201,29,0
1194,AT70213,27,0
1195,AT40827,35,0
1196,AT70735,19,0
1197,AT60661,49,0
1198,AT60626,34,0
1199,AT62380,82,0
1200,AT41314,26,0
1201,AT62147,64,0
1202,AT41119,39,0
1203,AT41414,40,0
1204,AT31101,19,0
1205,AT40701,42,0
1206,AT41509,24,0
1207,AT30845,10,0
1208,AT62386,68,0
1209,AT70517,36,0
1210,AT61731,33,0
1211,AT30623,21,0
1212,AT10905,19,0
1213,AT32521,54,0
1214,AT10921,21,0
1215,AT41812,27,0
1216,AT10401,19,0
1217,AT60641,17,0
1218,AT10703,28,0
1219,AT10201,11,0
1220,AT41316,25,0
1221,AT41228,17,0
1222,AT10903,18,0
1223,AT20720,69,0
1224,AT61204,55,0
1225,AT62275,65,0
1226,AT31718,8,0
1227,AT20625,40,0
1228,AT61633,23,0
1229,AT31921,35,0
1230,AT41322,43,0
1231,AT61051,21,0
1232,AT10323,10,0
1233,AT62131,30,0
1234,AT50624,71,0
1235,AT70404,22,0
1236,AT31726,45,0
1237,AT62232,16,0
1238,AT31401,41,0
1239,AT30510,21,0
1240,AT50607,70,0
1241,AT10820,15,0
1242,AT70731,14,0
1243,AT32139,20,0
1244,AT31008,42,0
1245,AT10815,16,0
1246,AT30709,15,0
